artist,acousticness,danceability,duration,energy,instrumentalness,liveness,loudness,mode,song key,speechiness,tempo,time signature,valence,compound,positive,negative,neutral
Judds,0.345142857,0.741285714,223465.7143,0.451928571,2.24E-06,0.104414286,-10.6,0.928571429,5.571428571,0.033164286,116.2337857,4,0.539,0.737707143,0.191714286,0.0455,0.762928571
Judy Garland,0.918,0.333,186876.75,0.201775,0.000149275,0.1265,-15.7075,1,6.5,0.04415,95.3095,4,0.4125,0.88265,0.13975,0.05975,0.80025
Justin Bieber,0.250383333,0.639166667,207419,0.6425,0,0.211466667,-5.610166667,0.666666667,4,0.137283333,112.1808333,4,0.471833333,0.3433,0.120666667,0.118333333,0.761166667
Justin Timberlake,0.285,0.771,276160,0.676,4.49E-06,0.546,-6.018,0,4,0.223,119.997,4,0.804,0.9886,0.117,0.03,0.853
Kanye West,0.023226667,0.684,243498,0.691666667,0,0.219566667,-6.477,0,7,0.22,94.96733333,4,0.586666667,-0.300133333,0.076666667,0.098666667,0.824333333
Kari Jobe,0.395,0.3385,327247,0.473,0,0.08195,-6.7905,1,7.5,0.03865,130.1775,4,0.16285,0.99685,0.2595,0.016,0.725
Kate Bush,0.6478125,0.5189375,218825.8125,0.3347125,0.036763061,0.1891875,-15.204,0.5625,5.25,0.044925,112.804125,3.8125,0.4794,0.579225,0.14975,0.0644375,0.78575
Katy Perry,0.02621815,0.6162,217825.7,0.766,1.23E-06,0.21051,-4.7009,0.7,6.1,0.04802,139.0755,4,0.6107,0.60985,0.1516,0.0901,0.7583
Keith Green,0.521625,0.546125,220872.375,0.56175,1.60E-06,0.15715,-9.05375,0.875,5,0.03145,126.607,3.75,0.617,0.9803875,0.259375,0.106375,0.6345
Keith Urban,0.162905,0.611,241329.5,0.8111,0.000108049,0.1051,-6.367,1,5.5,0.04543,119.0086,4,0.5171,0.60278,0.1466,0.0512,0.8023
Kelly Clarkson,0.022771429,0.574142857,214333.2857,0.791714286,0.004534984,0.1099,-4.799857143,0.714285714,7.571428571,0.054942857,139.3017143,3.857142857,0.464857143,0.6787,0.153,0.086428571,0.760571429
Kelly Family,0.232561333,0.536333333,210942.3333,0.573,1.15E-05,0.110666667,-6.754333333,0.666666667,3.666666667,0.031,104.6966667,4,0.338666667,0.877466667,0.201333333,0.091,0.708
Kenny Chesney,0.087683333,0.572333333,234064.5,0.799333333,2.51E-05,0.158633333,-6.196666667,0.833333333,3.5,0.049316667,131.321,4,0.6255,0.948566667,0.1285,0.050333333,0.8215
Kenny Loggins,0.240466667,0.568222222,225893.3333,0.726222222,2.79E-05,0.141233333,-8.185222222,0.555555556,3.888888889,0.044444444,150.1948889,4,0.607222222,-0.5408,0.065333333,0.136666667,0.797888889
Kenny Rogers,0.5072,0.5605,232895.3,0.426,0.00072395,0.12109,-11.5184,0.8,5.4,0.03166,144.3139,3.8,0.456,0.58464,0.1529,0.075,0.7719
Kid Rock,0.032885875,0.637125,293745,0.81825,0.005435038,0.1042625,-4.0775,1,7,0.048875,111.78175,4,0.611,0.9568,0.176875,0.07325,0.74975
Kim Wilde,0.036064357,0.594285714,225391.4286,0.749142857,0.052929855,0.139928571,-5.123642857,0.642857143,4.642857143,0.04525,143.2824286,4,0.583214286,-0.025321429,0.1235,0.119142857,0.756928571
King Crimson,0.00272,0.455,503493,0.631,0.00823,0.369,-10.354,0,11,0.0448,134.915,4,0.4,0.8892,0.111,0.032,0.857
King Diamond,0.0065791,0.3301,295086.6,0.8511,0.5885,0.24591,-11.3337,0.5,8.1,0.0696,118.8551,3.9,0.41956,0.08249,0.1222,0.087,0.7908
Kinks,0.1833,0.517666667,207835.6667,0.797,4.67E-06,0.061133333,-9.204,0.666666667,4.333333333,0.0784,152.458,4,0.754333333,0.0356,0.161,0.094333333,0.745
Kirk Franklin,0.269709091,0.574818182,323757.5455,0.731181818,0.000500351,0.423781818,-6.503727273,0.818181818,3.090909091,0.102181818,112.1722727,3.909090909,0.526818182,0.647472727,0.226636364,0.059818182,0.713545455
Kirsty Maccoll,0.19249,0.6068,253156.1,0.7564,0.000144828,0.19928,-7.274,1,6.8,0.0387,119.0083,4,0.7502,0.22484,0.1189,0.0805,0.8007
Kiss,0.0551,0.657,168827,0.932,0,0.047,-5.819,1,1,0.0992,144.751,4,0.888,0.984,0.146,0.033,0.821
Koes Plus,0.347875,0.717,147286.5,0.73975,0.0011145,0.12955,-8.97775,0.75,4,0.0323,126.8095,4,0.9705,0,0,0,1
Korn,0.008595556,0.483555556,233463.5556,0.856888889,0.014912933,0.1275,-6.177666667,0.666666667,5.777777778,0.117366667,99.617,4,0.381777778,-0.517811111,0.106888889,0.153777778,0.739444444
Kris Kristofferson,0.614285714,0.614428571,196209.2857,0.345571429,0.007717759,0.116385714,-13.50342857,0.428571429,7.571428571,0.035028571,94.57028571,3.857142857,0.427857143,-0.334857143,0.082,0.076571429,0.841571429
Kyla,0.66,0.378333333,290089.6667,0.417,1.03E-06,0.222666667,-7.413333333,1,7,0.032166667,155.786,4,0.209666667,0.991433333,0.221,0.022666667,0.756333333
Kylie Minogue,0.1566,0.685,214564.6667,0.777666667,0.017035267,0.067233333,-6.677,0,5,0.0553,123.0066667,4,0.608333333,0.893,0.180666667,0.059333333,0.76
LL Cool J,0.123131111,0.75,281796.8889,0.554,0.163222537,0.192777778,-11.21444444,0.555555556,3.888888889,0.175177778,101.4511111,4,0.547,0.554877778,0.175666667,0.078555556,0.745777778
Lady Gaga,0.077545,0.67325,234751.6875,0.75025,0.000197781,0.1759625,-5.359,0.625,6.4375,0.072575,124.5640625,4,0.55875,0.774425,0.15625,0.08025,0.7635
Lana Del Rey,0.37202,0.4052,259869.4,0.578,0.000111796,0.13488,-7.5654,0,4.4,0.09222,121.7256,4,0.2666,0.63588,0.2228,0.0908,0.6864
Lauryn Hill,0.2113,0.688888889,322870.5556,0.623666667,7.26E-06,0.143944444,-8.560222222,0.666666667,4.777777778,0.247022222,105.2682222,4,0.635111111,0.7407,0.164777778,0.064111111,0.771
Lea Salonga,0.7282,0.4832,224118.2,0.2866,2.26E-05,0.13046,-13.2698,1,3.8,0.0298,102.0412,3.4,0.278,0.7672,0.0982,0.0188,0.883
Leann Rimes,0.383,0.515272727,222635.2727,0.584545455,4.96E-05,0.094236364,-7.714636364,0.727272727,3.636363636,0.035872727,125.9150909,3.909090909,0.413,0.683427273,0.183454545,0.078,0.738454545
Lenny Kravitz,0.0237017,0.637846154,256700,0.715461538,0.096534078,0.218353846,-7.514461538,0.615384615,5.615384615,0.051784615,113.2319231,4,0.661153846,0.895407692,0.200769231,0.042,0.757615385
Leo Sayer,0.282966667,0.642333333,227542.3333,0.487,2.47E-05,0.152166667,-10.893,1,3.333333333,0.031266667,105.203,4,0.476666667,0.332133333,0.124333333,0.084,0.791666667
Leonard Cohen,0.768181818,0.520090909,269859.2727,0.251218182,0.020990943,0.116836364,-16.59054545,0.363636364,5.363636364,0.045245455,120.0677273,3.636363636,0.366636364,0.296018182,0.161818182,0.078454545,0.759636364
Les Miserables,0.9256,0.3514,196813.4,0.16896,0.000303268,0.18732,-14.4972,0.8,2.8,0.08678,94.0202,3.6,0.2202,0.18124,0.1054,0.098,0.7966
Lil Wayne,0.000165,0.641,240307,0.667,3.22E-06,0.113,-6.252,1,11,0.0538,154.025,4,0.29,0.9994,0.251,0.04,0.709
Linda Ronstadt,0.63178,0.5928,222082.6,0.2984,0.00012159,0.29612,-11.8856,1,9,0.03262,95.7096,4,0.5076,0.98364,0.268,0.0392,0.6926
Linkin Park,0.048860909,0.550454545,192744.1818,0.862272727,7.41E-07,0.261690909,-5.092727273,0.636363636,5,0.073790909,113.5594545,4,0.427181818,-0.588218182,0.083909091,0.139909091,0.776272727
Lionel Richie,0.449941176,0.547647059,255421.1176,0.415058824,0.000483335,0.128047059,-10.70135294,0.705882353,5.411764706,0.040841176,110.2675294,3.941176471,0.331429412,0.922776471,0.221352941,0.041235294,0.737294118
Little Mix,0.182172167,0.627833333,232355.3333,0.737,9.32E-05,0.282833333,-4.973833333,0.666666667,5.5,0.07485,101.0191667,4,0.529833333,0.753983333,0.169833333,0.047666667,0.782666667
Little Walter,0.9185,0.624,165066.5,0.3405,0.0065,0.235,-9.99,0.5,3,0.06285,173.1225,4,0.833,0.9809,0.2975,0.0495,0.6535
Lloyd Cole,0.07309,0.6081,240480.2,0.6073,0.061321722,0.12527,-12.2515,0.9,6.6,0.03562,114.6872,4,0.5852,0.13349,0.1209,0.0979,0.7812
Lorde,0.316166667,0.667666667,216856.6667,0.497833333,0.152366667,0.162666667,-8.824333333,1,4,0.0787,109.9196667,4,0.322716667,0.988183333,0.187833333,0.0795,0.732666667
Loretta Lynn,0.537285714,0.643285714,150390.5714,0.601714286,0.002697629,0.1576,-9.092142857,1,1.857142857,0.036571429,97.93414286,4,0.904,0.986342857,0.167428571,0.019428571,0.813
Lou Reed,0.39052,0.6093,253704,0.5353,0.055139266,0.11115,-10.6263,1,5.6,0.07596,123.9806,3.9,0.66412,0.58212,0.1971,0.0619,0.7411
Louis Armstrong,0.8256,0.5127,258586.3,0.19567,0.000742,0.13466,-15.1444,0.4,3.9,0.09439,97.5315,3.9,0.4031,0.96909,0.2152,0.0331,0.7514
Louis Jordan,0.53675,0.66375,219493.25,0.45475,0,0.4785,-10.18325,0.25,5.75,0.141575,146.91525,4,0.72075,0.420375,0.1155,0.0825,0.802
Lucky Dube,0.274866667,0.716083333,265848.3333,0.6445,4.76E-05,0.120225,-7.5635,1,6.25,0.069633333,123.226,4,0.745833333,-0.179966667,0.1015,0.159666667,0.738833333
Luther Vandross,0.3412625,0.566125,290645,0.432125,6.62E-06,0.1147625,-11.96,0.75,5.375,0.0535125,114.104375,4,0.461125,0.996025,0.281875,0.03525,0.68275
Lynyrd Skynyrd,0.16751,0.497411765,306956.0588,0.632058824,0.013022287,0.174370588,-10.34723529,0.882352941,6.941176471,0.043294118,124.9536471,3.941176471,0.728117647,0.627047059,0.141882353,0.063647059,0.794235294
Madonna,0.2675,0.7575,229453.5,0.7695,0.001618755,0.08305,-7.1495,0.5,1.5,0.0355,128.13,4,0.9745,0.956,0.158,0.028,0.814
Manowar,0.02105175,0.482714286,280488.5714,0.789285714,0.154465164,0.1477,-11.242,0.857142857,5.071428571,0.064992857,118.314,4,0.332928571,-0.351907143,0.098785714,0.138571429,0.762714286
Mariah Carey,0.296876923,0.643769231,257230.8462,0.615230769,9.30E-05,0.2024,-7.675230769,0.769230769,4.076923077,0.101661538,126.1964615,4,0.597076923,0.489569231,0.171307692,0.097307692,0.731461538
Marianne Faithfull,0.3855,0.621,202570.6,0.4702,0.00348064,0.26244,-12.0482,1,1,0.0368,131.1964,4,0.806,0.07246,0.075,0.1654,0.76
Marillion,0.1639,0.4465,233786.5,0.6105,0.05189,0.0911,-6.661,1,5.5,0.029,122.0365,4,0.4115,0.9391,0.1975,0.0585,0.7435
Marilyn Manson,0.037124685,0.509166667,271486.6667,0.845833333,0.014944618,0.241733333,-5.938833333,0.333333333,4.666666667,0.11805,136.5246667,4,0.313333333,0.005316667,0.161,0.123833333,0.715
Mark Ronson,0.027833333,0.716,239684.3333,0.708666667,0.021548667,0.1621,-6.198666667,0.666666667,5.333333333,0.037233333,105.3196667,4,0.708333333,-0.335633333,0.067,0.118333333,0.814333333
Maroon 5,0.040998,0.6865,225310.6,0.7694,0,0.20642,-5.1758,0.4,2.9,0.04088,112.3293,4,0.6565,0.19348,0.1536,0.0957,0.7508
Mary Black,0.833333333,0.603666667,257377.6667,0.1866,1.93E-05,0.093733333,-16.68833333,1,3.666666667,0.034666667,120.596,4,0.364,0.879266667,0.144,0.066,0.789666667
Matt Monro,0.772166667,0.3535,174328.6667,0.273666667,2.14E-06,0.173966667,-12.72066667,0.5,2.833333333,0.033216667,115.9751667,3.833333333,0.347,0.945816667,0.255166667,0.052333333,0.692333333
Matt Redman,0.193605,0.409333333,303385.1667,0.668166667,0.010447067,0.294166667,-6.782,0.833333333,9.166666667,0.04275,137.6231667,4,0.22455,0.141216667,0.212166667,0.098,0.6895
Mazzy Star,0.364969214,0.416928571,269264.7857,0.3042,0.126459214,0.103985714,-14.14592857,1,5.214285714,0.031014286,143.1962143,3.714285714,0.236457143,0.2483,0.104428571,0.081785714,0.813714286
Mc Hammer,0.071951,0.875,269602.8,0.638,0.068006652,0.1063,-11.449,0.4,6.2,0.12462,121.9412,4,0.8236,0.95554,0.1448,0.0272,0.8282
Meat Loaf,0.5714,0.3998,356821.2,0.5924,0.0003496,0.16,-7.708,1,5.6,0.0391,110.576,3.8,0.309,0.5987,0.149,0.0808,0.7704
Megadeth,2.39E-05,0.689,227973,0.719,0.679,0.314,-8.643,0,3,0.0304,127.982,4,0.959,-0.9958,0.075,0.281,0.644
Men At Work,0.09888,0.678733333,224315.4667,0.692066667,0.007244433,0.087466667,-7.474533333,0.266666667,6,0.03342,128.2471333,4,0.7178,0.154346667,0.171533333,0.069533333,0.758533333
Metallica,0.00526422,0.511923077,310859.2308,0.827307692,0.092521232,0.122615385,-6.975923077,0.692307692,6.307692308,0.040469231,125.6198462,3.923076923,0.461384615,0.008615385,0.144615385,0.148615385,0.706923077
Michael Bolton,0.29784,0.3806,256360,0.551,4.09E-05,0.13084,-9.2882,0.6,2.4,0.03356,137.4182,4,0.36656,0.98926,0.2926,0.0624,0.6452
Michael Buble,0.491714286,0.562571429,225780.0714,0.55,6.63E-05,0.151928571,-7.0065,0.785714286,5.214285714,0.038271429,131.3312143,3.857142857,0.531785714,0.714714286,0.213142857,0.056428571,0.730357143
Michael Jackson,0.1073,0.763,253027,0.687,0.0079,0.07195,-4.4465,0.5,6,0.03875,103.5315,4,0.614,0.0221,0.133,0.0675,0.7995
Michael W. Smith,0.314966667,0.474333333,332568.6667,0.579666667,5.93E-06,0.248,-9.074333333,1,6.666666667,0.030233333,145.0833333,4,0.331,0.9683,0.201666667,0.029666667,0.768333333
Miley Cyrus,0.147686154,0.601076923,221643,0.725384615,4.96E-05,0.215261538,-5.527307692,0.538461538,6.076923077,0.068523077,130.2380769,3.846153846,0.492461538,0.481753846,0.164307692,0.081846154,0.753846154
Misfits,0.171953071,0.365714286,134347.2143,0.909857143,0.15233992,0.223392857,-8.323857143,0.928571429,2.571428571,0.083271429,141.8629286,3.928571429,0.330271429,-0.467135714,0.093142857,0.157642857,0.749285714
Modern Talking,0.316,0.742333333,222248.8333,0.856666667,0.005592667,0.247133333,-7.044833333,0.5,4.666666667,0.050616667,111.435,4,0.750333333,0.9732,0.220333333,0.0735,0.706166667
Moody Blues,0.273011111,0.355444444,293505.1111,0.558111111,0.120152467,0.316111111,-11.36544444,0.666666667,3.555555556,0.040444444,130.1117778,3.777777778,0.406111111,0.418644444,0.181111111,0.071555556,0.746777778
Morrissey,0.0034,0.415333333,216960,0.749333333,0.01696,0.231666667,-8.233,0.666666667,6.333333333,0.037166667,141.794,4,0.565666667,-0.952833333,0.054666667,0.209666667,0.736
NOFX,0.007388129,0.453428571,148105.7857,0.901642857,0.013032866,0.264814286,-6.249857143,1,5.5,0.08675,123.1184286,4,0.545071429,-0.209842857,0.089928571,0.137357143,0.772785714
Nat King Cole,0.833,0.388538462,179229.6923,0.195138462,0.002917479,0.114053846,-15.616,0.692307692,5,0.056084615,94.69907692,3.692307692,0.369615385,0.918346154,0.247076923,0.046384615,0.706384615
Natalie Cole,0.655625,0.550375,251398.25,0.433875,0.00101829,0.097575,-9.986,1,4.5,0.03615,132.451,3.75,0.336,0.9719625,0.26025,0.070625,0.669375
Natalie Grant,0.14878375,0.495,249500.375,0.62325,0.002426963,0.104925,-5.79775,0.75,5.625,0.0370875,131.529625,3.875,0.224975,0.5181125,0.17875,0.091375,0.73
Natalie Imbruglia,0.076023333,0.535733333,249332.3333,0.748066667,0.000859679,0.368413333,-6.606,0.8,4.8,0.037553333,98.40006667,4,0.5184,-0.22984,0.128466667,0.125133333,0.7464
Nazareth,0.025534889,0.454444444,289997,0.613222222,0.086365968,0.2251,-9.496,0.777777778,6.777777778,0.052811111,122.0702222,4,0.429444444,0.349844444,0.190111111,0.132666667,0.677222222
Ne-Yo,0.303183333,0.691333333,226958.8333,0.662666667,4.93E-06,0.225333333,-6.185833333,0.666666667,4.5,0.100916667,126.1335,4,0.646666667,0.2615,0.172,0.111333333,0.716666667
Neil Diamond,0.144502,0.5594,202737.2,0.585,0.02308682,0.18832,-9.1192,1,5.8,0.03072,107.423,4,0.6624,0.93714,0.2008,0.0344,0.7648
Neil Sedaka,0.518142857,0.580428571,172146.7143,0.657,0.000508571,0.3132,-8.409,0.714285714,4,0.035,125.5172857,3.857142857,0.831428571,0.262542857,0.238285714,0.100714286,0.660857143
Neil Young,0.2463,0.608,223528.6667,0.533,0.009519667,0.109666667,-9.381,0.666666667,4.333333333,0.028566667,129.481,4,0.648333333,0.789433333,0.141,0,0.859
New Order,0.041065,0.698,293933,0.8135,0.4031,0.16835,-8.08,1,5,0.0417,122.057,4,0.7825,0.08275,0.137,0.125,0.738
Next To Normal,0.777666667,0.477,154644.5,0.315,5.42E-06,0.111233333,-13.18016667,0.833333333,4.166666667,0.060883333,116.2553333,4.333333333,0.341833333,0.044983333,0.1095,0.102,0.7885
Nick Cave,0.6155,0.531,302633.5,0.5155,0.0011255,0.11715,-8.2815,0.5,2,0.03335,120.2675,4,0.5005,0.96135,0.1175,0.0465,0.8365
Nick Drake,0.804571429,0.594428571,208721.9286,0.212642857,0.418908357,0.113042857,-17.76178571,0.714285714,3.714285714,0.039085714,109.3590714,3.785714286,0.443685714,0.502457143,0.120928571,0.043928571,0.835214286
Nickelback,0.003153458,0.525105263,229789.4737,0.868473684,0.021970474,0.181526316,-4.440789474,0.842105263,5.842105263,0.041915789,140.3241053,4,0.521263158,0.547552632,0.132789474,0.088684211,0.778736842
Nicki Minaj,0.282,0.727,200013,0.866,3.87E-06,0.585,-4.288,1,11,0.185,127.01,4,0.653,0.9979,0.19,0.083,0.727
Nightwish,0.014405063,0.45175,309591.625,0.804875,0.001909875,0.1679625,-6.253375,0,3.5,0.0467625,132.509875,3.875,0.4055,0.5249375,0.1555,0.089,0.75575
Nina Simone,0.753875,0.37425,198708.375,0.3388,0.054922213,0.19435,-11.653625,0.375,7.375,0.0543625,122.751625,3.625,0.514875,0.6177375,0.174375,0.073875,0.751875
Nine Inch Nails,0.066862333,0.59175,292557.4167,0.76675,0.17424975,0.236,-8.534833333,0.583333333,6.166666667,0.051966667,116.5035,3.75,0.402825,-0.083975,0.130083333,0.116166667,0.75375
Nirvana,0.183248485,0.5,227516.8462,0.698769231,0.060953557,0.226953846,-8.594846154,0.538461538,4.538461538,0.081376923,124.1451538,3.923076923,0.465384615,-0.090684615,0.124230769,0.115692308,0.760307692
Nitty Gritty Dirt Band,0.2560275,0.6175,218303.25,0.544625,0.078798212,0.2054875,-10.8385,1,4.875,0.0499875,118.626875,3.875,0.705875,0.6348375,0.125625,0.04725,0.827375
Norah Jones,0.836235294,0.619294118,193756.2353,0.232870588,0.029312015,0.129923529,-12.36205882,0.882352941,3.764705882,0.033170588,99.64829412,3.823529412,0.437294118,0.291823529,0.115529412,0.071176471,0.813235294
Notorious B.I.G.,0.3906,0.8076,275485.4,0.6658,0,0.21092,-6.0096,0.2,9.4,0.2582,88.2486,4,0.7416,0.58752,0.1346,0.08,0.7856
O-Zone,0.105,0.775,229747,0.838,1.17E-06,0.467,-5.023,1,0,0.0333,130.045,4,0.948,0.4939,0.03,0,0.97
O.A.R.,0.039142714,0.472714286,342333,0.832428571,2.41E-05,0.377785714,-4.980714286,0.714285714,6,0.0922,126.9924286,4,0.509571429,0.402814286,0.159428571,0.067571429,0.772714286
Oasis,0.040907,0.3945,280606.5,0.7295,7.80E-07,0.16,-4.854,0.5,4,0.0319,124.8155,4,0.3855,-0.13015,0.06,0.0805,0.8595
Ocean Colour Scene,0.159931846,0.461230769,237612.0769,0.688153846,0.051356029,0.243761538,-8.826,0.769230769,6,0.039123077,113.4226923,3.692307692,0.588,0.194384615,0.112615385,0.081538462,0.806
Offspring,0.034112933,0.463583333,204154.6667,0.91425,0.001121158,0.201116667,-4.235166667,0.833333333,1.916666667,0.072458333,127.2403333,4,0.644333333,-0.419558333,0.119833333,0.16875,0.711416667
Ofra Haza,0.480342857,0.588285714,285975.4286,0.675571429,0.12681655,0.206042857,-13.06485714,0.285714286,4.285714286,0.060785714,128.7915714,3.571428571,0.648714286,0.020371429,0.070571429,0.039142857,0.890285714
Oingo Boingo,0.11335,0.620857143,284627.3571,0.796285714,0.032474611,0.273957143,-10.68271429,0.857142857,4.857142857,0.046021429,140.6855714,4,0.787357143,0.142228571,0.114857143,0.092428571,0.792714286
Old 97's,0.118368462,0.472230769,217954.9231,0.710076923,0.012864483,0.159946154,-6.682923077,0.923076923,2.846153846,0.0409,123.0639231,4,0.616,-0.535630769,0.093923077,0.149692308,0.756384615
Olivia Newton-John,0.351166667,0.652222222,208721.5556,0.520666667,0.004936627,0.149222222,-10.27844444,0.555555556,5.555555556,0.039955556,117.7342222,3.666666667,0.560666667,0.304755556,0.146555556,0.101,0.752333333
Olly Murs,0.091726889,0.690666667,206499,0.770555556,0,0.142944444,-4.751555556,0.555555556,5.222222222,0.053688889,115.4923333,4,0.567222222,0.860688889,0.157111111,0.083888889,0.759
